,age,c_weight,course,date,field,gender,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,trainerA,trainerB,weight,year
20080101020101,3,-2,ダ1000m,8/17(日),札幌,牡,12頭,コウヨウサルート,56.0,柴山,12.2,4,1R,３歳未勝利,2,美浦,菅原,536,2008.0
20080101020102,3,+2,ダ1000m,8/17(日),札幌,牡,12頭,シンメトリーアート,55.0,☆北村友,46.2,9,1R,３歳未勝利,3,栗東,崎山,476,2008.0
20080101020103,3,-8,ダ1000m,8/17(日),札幌,牝,12頭,スイートメリー,51.0,▲荻野琢,6.8,3,1R,３歳未勝利,4,栗東,沖,448,2008.0
20080101020104,3,-20,ダ1000m,8/17(日),札幌,牡,12頭,ワールドマスター,56.0,四位,27.3,5,1R,３歳未勝利,5,栗東,池添,470,2008.0
20080101020105,3,+6,ダ1000m,8/17(日),札幌,牡,12頭,マルブツティンバー,55.0,☆的場,62.5,10,1R,３歳未勝利,6,栗東,大根田,492,2008.0
20080101020106,3,-2,ダ1000m,8/17(日),札幌,牡,12頭,オンワードシュネル,56.0,郷原,265.7,12,1R,３歳未勝利,7,美浦,保田,508,2008.0
20080101020107,3,+10,ダ1000m,8/17(日),札幌,牝,12頭,クロスピレッテ,54.0,秋山,32.1,8,1R,３歳未勝利,8,栗東,増本,472,2008.0
20080101020108,3,-4,ダ1000m,8/17(日),札幌,牡,12頭,ロードエスクード,54.0,△三浦,3.8,2,1R,３歳未勝利,9,栗東,安田隆,434,2008.0
20080101020109,3,0,ダ1000m,8/17(日),札幌,牝,12頭,ミスシドニー,54.0,長谷川,27.5,6,1R,３歳未勝利,10,栗東,谷,434,2008.0
20080101020110,3,+6,ダ1000m,8/17(日),札幌,牝,12頭,ナリタワカバ,54.0,河北,161.0,11,1R,３歳未勝利,11,栗東,小野,514,2008.0
20080101020111,3,+6,ダ1000m,8/17(日),札幌,牝,12頭,アンクレットブーツ,51.0,▲丸田,29.4,7,1R,３歳未勝利,12,美浦,高橋裕,474,2008.0
20080101020200,3,-4,ダ1700m,8/17(日),札幌,牡,12頭,カズノブライアン,53.0,▲荻野琢,7.5,5,2R,３歳未勝利,1,栗東,加藤敬,468,2008.0
20080101020201,3,0,ダ1700m,8/17(日),札幌,牡,12頭,ケイエムチャンス,56.0,小牧,4.8,3,2R,３歳未勝利,2,美浦,矢野照,468,2008.0
20080101020202,3,+4,ダ1700m,8/17(日),札幌,牝,12頭,アドマイヤシック,54.0,田中勝,3.4,1,2R,３歳未勝利,3,栗東,藤沢則,438,2008.0
20080101020203,3,-14,ダ1700m,8/17(日),札幌,牡,12頭,アドリーム,56.0,松田,24.9,7,2R,３歳未勝利,4,美浦,本間,476,2008.0
20080101020204,3,+6,ダ1700m,8/17(日),札幌,牡,12頭,スーパーワンダー,56.0,青木,132.7,12,2R,３歳未勝利,5,美浦,阿部,492,2008.0
20080101020205,3,0,ダ1700m,8/17(日),札幌,牡,12頭,ワンサイド,53.0,▲丸田,54.8,11,2R,３歳未勝利,6,美浦,平井,466,2008.0
20080101020206,3,+14,ダ1700m,8/17(日),札幌,牝,12頭,アートオブロマンス,54.0,小原,4.8,2,2R,３歳未勝利,7,栗東,小原,464,2008.0
20080101020207,3,0,ダ1700m,8/17(日),札幌,牝,12頭,クインズウイスパー,54.0,郷原,43.3,10,2R,３歳未勝利,8,美浦,本郷,440,2008.0
20080101020208,3,+8,ダ1700m,8/17(日),札幌,牝,12頭,スリークリスタル,54.0,小林徹,31.7,9,2R,３歳未勝利,9,栗東,目野,476,2008.0
20080101020209,3,0,ダ1700m,8/17(日),札幌,牡,12頭,ハートアンサンブル,56.0,武幸,17.2,6,2R,３歳未勝利,10,栗東,友道,468,2008.0
20080101020210,3,-2,ダ1700m,8/17(日),札幌,牡,12頭,マイネルサイオン,56.0,菊沢,4.9,4,2R,３歳未勝利,11,栗東,中村,538,2008.0
20080101020211,3,+6,ダ1700m,8/17(日),札幌,牝,12頭,タイニーシャイナー,51.0,▲大江原,28.6,8,2R,３歳未勝利,12,美浦,大久洋,460,2008.0
20080101020300,2,0,芝1200m,8/17(日),札幌,牝,15頭,メジロドリームス,53.0,☆北村友,4.9,3,3R,２歳新馬,1,美浦,萱野,452,2008.0
20080101020301,2,0,芝1200m,8/17(日),札幌,牝,15頭,ワニタレスタリ,54.0,田中勝,24.2,8,3R,２歳新馬,2,美浦,境征,470,2008.0
20080101020302,2,0,芝1200m,8/17(日),札幌,牝,15頭,ドレッシー,54.0,安藤勝,4.6,2,3R,２歳新馬,3,栗東,鮫島,458,2008.0
20080101020303,2,0,芝1200m,8/17(日),札幌,牝,15頭,メリュジーヌ,54.0,四位,2.8,1,3R,２歳新馬,4,栗東,昆,442,2008.0
20080101020304,2,0,芝1200m,8/17(日),札幌,牝,15頭,カイテキプリン,52.0,△三浦,19.9,7,3R,２歳新馬,5,美浦,西塚,422,2008.0
20080101020305,2,0,芝1200m,8/17(日),札幌,牝,15頭,マチカネセキガハラ,54.0,横山典,10.7,5,3R,２歳新馬,6,美浦,伊藤正,468,2008.0
20080101020306,2,0,芝1200m,8/17(日),札幌,牝,15頭,ラブチャーミー,54.0,秋山,68.1,13,3R,２歳新馬,7,栗東,須貝彦,446,2008.0
20080101020307,2,0,芝1200m,8/17(日),札幌,牝,15頭,メジロブラボー,54.0,長谷川,12.5,6,3R,２歳新馬,8,栗東,北出,452,2008.0
20080101020308,2,0,芝1200m,8/17(日),札幌,牝,15頭,オペラシューズ,54.0,藤田,10.5,4,3R,２歳新馬,9,美浦,二ノ宮,426,2008.0
20080101020309,2,0,芝1200m,8/17(日),札幌,牝,15頭,トーセンザメイデン,54.0,津村,34.4,9,3R,２歳新馬,10,美浦,石栗,448,2008.0
20080101020310,2,0,芝1200m,8/17(日),札幌,牝,15頭,フェバリットガール,54.0,松田,52.7,12,3R,２歳新馬,11,栗東,本田,472,2008.0
20080101020311,2,0,芝1200m,8/17(日),札幌,牝,15頭,ハワイアンシェーナ,54.0,蛯名,40.3,10,3R,２歳新馬,12,美浦,中野栄,412,2008.0
20080101020312,2,0,芝1200m,8/17(日),札幌,牝,15頭,ハニーインチーフ,54.0,柴山,120.7,14,3R,２歳新馬,13,美浦,松永康,428,2008.0
20080101020313,2,0,芝1200m,8/17(日),札幌,牝,15頭,ノボマリーン,51.0,▲丸田,134.8,15,3R,２歳新馬,14,美浦,西塚,436,2008.0
20080101020314,2,0,芝1200m,8/17(日),札幌,牝,15頭,コパノファンタメ,54.0,武幸,49.7,11,3R,２歳新馬,中止,美浦,武藤,472,2008.0
20080101020400,2,0,芝1800m,8/17(日),札幌,牡,10頭,ダノンヒデキ,54.0,藤田,2.4,1,4R,２歳新馬,1,美浦,加藤征,474,2008.0
20080101020401,2,0,芝1800m,8/17(日),札幌,牝,10頭,ロイヤルクリッパー,52.0,△三浦,4.2,2,4R,２歳新馬,2,栗東,清水出,466,2008.0
20080101020402,2,0,芝1800m,8/17(日),札幌,牡,10頭,ヴァンクリマ,54.0,秋山,9.1,6,4R,２歳新馬,3,栗東,松永幹,512,2008.0
20080101020403,2,0,芝1800m,8/17(日),札幌,牡,10頭,ヒカルプリンス,54.0,横山典,7.7,4,4R,２歳新馬,4,美浦,栗田,464,2008.0
20080101020404,2,0,芝1800m,8/17(日),札幌,牡,10頭,テンシノザール,53.0,☆北村友,129.4,9,4R,２歳新馬,5,栗東,谷,508,2008.0
20080101020405,2,0,芝1800m,8/17(日),札幌,牡,10頭,スマイルキング,54.0,蛯名,5.8,3,4R,２歳新馬,6,美浦,藤原辰,496,2008.0
20080101020406,2,0,芝1800m,8/17(日),札幌,牝,10頭,フィーリングトーン,54.0,安藤勝,8.5,5,4R,２歳新馬,7,栗東,松田博,466,2008.0
20080101020407,2,0,芝1800m,8/17(日),札幌,牡,10頭,コウギョウサクラ,54.0,四位,48.1,8,4R,２歳新馬,8,美浦,小島太,424,2008.0
20080101020408,2,0,芝1800m,8/17(日),札幌,牡,10頭,サイクロンボーイ,54.0,菊沢,133.3,10,4R,２歳新馬,9,美浦,高松,452,2008.0
20080101020409,2,0,芝1800m,8/17(日),札幌,牡,10頭,スマートカンパニー,54.0,田中勝,31.1,7,4R,２歳新馬,10,美浦,国枝,474,2008.0
20080101020500,3,-2,ダ1700m,8/17(日),札幌,牡,12頭,グロッケンライン,56.0,柴山,5.1,3,5R,３歳未勝利,1,栗東,中尾秀,448,2008.0
20080101020501,3,+2,ダ1700m,8/17(日),札幌,牡,12頭,レオアヴァロン,56.0,蛯名,2.3,1,5R,３歳未勝利,2,美浦,中川,520,2008.0
20080101020502,3,+12,ダ1700m,8/17(日),札幌,牝,12頭,ショウナンマライア,54.0,藤田,11.7,4,5R,３歳未勝利,3,美浦,大久洋,422,2008.0
20080101020503,3,-6,ダ1700m,8/17(日),札幌,牝,12頭,プルチェラ,53.0,☆北村友,15.1,5,5R,３歳未勝利,4,栗東,岡田,442,2008.0
20080101020504,3,-10,ダ1700m,8/17(日),札幌,牝,12頭,エンディアメント,53.0,☆的場,35.0,10,5R,３歳未勝利,5,美浦,尾形,440,2008.0
20080101020505,3,+4,ダ1700m,8/17(日),札幌,牝,12頭,ハナヨリタンゴ,54.0,梶,186.9,12,5R,３歳未勝利,6,美浦,矢野照,446,2008.0
20080101020506,3,+4,ダ1700m,8/17(日),札幌,牡,12頭,ミネノクレド,56.0,菊沢,27.7,7,5R,３歳未勝利,7,美浦,嶋田潤,430,2008.0
20080101020507,3,-4,ダ1700m,8/17(日),札幌,牡,12頭,セピアエスプレッソ,56.0,津村,3.6,2,5R,３歳未勝利,8,美浦,斎藤誠,456,2008.0
20080101020508,3,-2,ダ1700m,8/17(日),札幌,牝,12頭,ウツセミ,51.0,▲荻野琢,34.5,9,5R,３歳未勝利,9,栗東,矢作,426,2008.0
20080101020509,3,+4,ダ1700m,8/17(日),札幌,牡,12頭,ペペ,56.0,大野,117.7,11,5R,３歳未勝利,10,美浦,鈴木勝,464,2008.0
20080101020510,3,0,ダ1700m,8/17(日),札幌,牡,12頭,ブルームシチー,54.0,武幸,30.2,8,5R,３歳未勝利,11,美浦,中野栄,484,2008.0
20080101020511,3,-18,ダ1700m,8/17(日),札幌,牝,12頭,ラヴゴッデス,54.0,小牧,21.2,6,5R,３歳未勝利,12,栗東,中竹,446,2008.0
20080101020600,4,-12,ダ1000m,8/17(日),札幌,牝,12頭,ビーチブリーズ,53.0,△三浦,2.8,1,6R,３歳上５００万下,1,栗東,加用,470,2008.0
20080101020601,4,-4,ダ1000m,8/17(日),札幌,牡,12頭,リンリンリン,57.0,横山典,4.6,3,6R,３歳上５００万下,2,栗東,森,468,2008.0
20080101020602,4,0,ダ1000m,8/17(日),札幌,牡,12頭,カシノウェーブ,54.0,▲大江原,202.7,12,6R,３歳上５００万下,3,美浦,二本柳,444,2008.0
20080101020603,4,0,ダ1000m,8/17(日),札幌,牡,12頭,クールラスカル,57.0,郷原,176.4,10,6R,３歳上５００万下,4,美浦,蛯名,456,2008.0
20080101020604,3,-6,ダ1000m,8/17(日),札幌,牝,12頭,オタカラボックス,52.0,秋山,40.0,8,6R,３歳上５００万下,5,栗東,須貝彦,422,2008.0
20080101020605,3,+6,ダ1000m,8/17(日),札幌,牡,12頭,サンクスヘヴン,54.0,津村,67.8,9,6R,３歳上５００万下,6,美浦,相沢,470,2008.0
20080101020606,6,+6,ダ1000m,8/17(日),札幌,セ,12頭,テイエムカイブツ,57.0,柴原,15.3,5,6R,３歳上５００万下,7,栗東,新川,458,2008.0
20080101020607,5,-4,ダ1000m,8/17(日),札幌,牡,12頭,マイティーキラー,57.0,小林徹,16.9,6,6R,３歳上５００万下,8,栗東,宮,500,2008.0
20080101020608,3,+4,ダ1000m,8/17(日),札幌,牡,12頭,ヒロノグレガ,54.0,大野,35.7,7,6R,３歳上５００万下,9,美浦,清水美,478,2008.0
20080101020609,4,+10,ダ1000m,8/17(日),札幌,牡,12頭,ラッキーウェイ,57.0,菊沢,193.3,11,6R,３歳上５００万下,10,美浦,柄崎,510,2008.0
20080101020610,3,+10,ダ1000m,8/17(日),札幌,牝,12頭,アクアリング,52.0,藤田,3.1,2,6R,３歳上５００万下,11,栗東,藤原英,464,2008.0
20080101020611,4,-2,ダ1000m,8/17(日),札幌,牝,12頭,エリモハルカ,55.0,四位,6.6,4,6R,３歳上５００万下,12,栗東,沖,494,2008.0
20080101020700,4,+4,ダ1700m,8/17(日),札幌,牡,13頭,ニシノドーン,57.0,藤田,4.8,3,7R,３歳上５００万下,1,栗東,宮本,442,2008.0
20080101020701,3,+2,ダ1700m,8/17(日),札幌,牡,13頭,ハンサムデイイヤツ,54.0,大野,11.2,5,7R,３歳上５００万下,2,美浦,石毛,506,2008.0
20080101020702,3,-8,ダ1700m,8/17(日),札幌,牡,13頭,マチカネニホンバレ,51.0,▲丸田,2.9,2,7R,３歳上５００万下,3,美浦,藤沢和,516,2008.0
20080101020703,3,-6,ダ1700m,8/17(日),札幌,牡,13頭,ファイナルジャッジ,54.0,松田,108.9,13,7R,３歳上５００万下,4,栗東,五十嵐,458,2008.0
20080101020704,4,0,ダ1700m,8/17(日),札幌,牡,13頭,フォーミュラーワン,55.0,△三浦,2.8,1,7R,３歳上５００万下,5,美浦,相沢,446,2008.0
20080101020705,4,-12,ダ1700m,8/17(日),札幌,セ,13頭,ギルティストライク,56.0,☆北村友,9.9,4,7R,３歳上５００万下,6,美浦,和田,472,2008.0
20080101020706,3,+2,ダ1700m,8/17(日),札幌,牡,13頭,ポートスピード,54.0,小牧,53.3,10,7R,３歳上５００万下,7,栗東,田中章,498,2008.0
20080101020707,5,-4,ダ1700m,8/17(日),札幌,牡,13頭,サミーデザート,57.0,横山典,54.1,11,7R,３歳上５００万下,8,栗東,増本,484,2008.0
20080101020708,5,+4,ダ1700m,8/17(日),札幌,牡,13頭,サイレンスラダメス,57.0,津村,55.9,12,7R,３歳上５００万下,9,美浦,岩戸,478,2008.0
20080101020709,3,+4,ダ1700m,8/17(日),札幌,牡,13頭,メイショウラルー,54.0,武幸,46.1,9,7R,３歳上５００万下,10,栗東,西園,458,2008.0
20080101020710,4,-2,ダ1700m,8/17(日),札幌,牡,13頭,タガノアルジェント,54.0,▲荻野琢,35.1,6,7R,３歳上５００万下,11,栗東,小原,518,2008.0
20080101020711,4,+36,ダ1700m,8/17(日),札幌,牝,13頭,クレープシュゼット,55.0,田中勝,42.9,7,7R,３歳上５００万下,12,栗東,友道,534,2008.0
20080101020712,3,+16,ダ1700m,8/17(日),札幌,牝,13頭,エフティメガミ,52.0,蛯名,43.6,8,7R,３歳上５００万下,13,美浦,鹿戸雄,496,2008.0
20080101020800,3,-2,ダ1700m,8/17(日),札幌,牡,13頭,ジェントルフォーク,54.0,安藤勝,3.4,2,8R,３歳上５００万下,1,栗東,領家,466,2008.0
20080101020801,3,0,ダ1700m,8/17(日),札幌,牡,13頭,マッシヴエンペラー,54.0,小牧,7.6,4,8R,３歳上５００万下,2,栗東,大橋,464,2008.0
20080101020802,4,+14,ダ1700m,8/17(日),札幌,牡,13頭,ナムラマハラジャ,57.0,長谷川,74.1,10,8R,３歳上５００万下,3,栗東,中村,484,2008.0
20080101020803,4,+4,ダ1700m,8/17(日),札幌,牡,13頭,ピサノシェンロン,55.0,△三浦,3.4,1,8R,３歳上５００万下,4,美浦,藤沢和,512,2008.0
20080101020804,6,+6,ダ1700m,8/17(日),札幌,牡,13頭,ラガーチトセオー,54.0,▲荻野琢,8.3,5,8R,３歳上５００万下,5,栗東,大久龍,470,2008.0
20080101020805,3,+10,ダ1700m,8/17(日),札幌,牡,13頭,ファイアナカヤマ,53.0,☆的場,54.7,8,8R,３歳上５００万下,6,美浦,高市,506,2008.0
20080101020806,4,+4,ダ1700m,8/17(日),札幌,牡,13頭,ダイレクトパス,57.0,四位,15.8,7,8R,３歳上５００万下,7,美浦,尾形,456,2008.0
20080101020807,3,+14,ダ1700m,8/17(日),札幌,牡,13頭,ケイアイコンセプト,54.0,津村,11.5,6,8R,３歳上５００万下,8,美浦,小西,550,2008.0
20080101020808,3,+4,ダ1700m,8/17(日),札幌,牡,13頭,ガッツパワー,54.0,柴山,72.3,9,8R,３歳上５００万下,9,美浦,伊藤圭,508,2008.0
20080101020809,4,+18,ダ1700m,8/17(日),札幌,牡,13頭,プライドイズハート,57.0,田中勝,93.0,11,8R,３歳上５００万下,10,美浦,伊藤伸,508,2008.0
20080101020810,3,+4,ダ1700m,8/17(日),札幌,牡,13頭,ディーエスルーラー,54.0,蛯名,128.1,12,8R,３歳上５００万下,11,美浦,藤原辰,484,2008.0
20080101020811,4,+2,ダ1700m,8/17(日),札幌,牡,13頭,トウカイゲイル,54.0,▲丸田,136.9,13,8R,３歳上５００万下,12,美浦,萱野,496,2008.0
20080101020812,4,-8,ダ1700m,8/17(日),札幌,セ,13頭,マルサライガー,57.0,横山典,5.1,3,8R,３歳上５００万下,13,美浦,本間,448,2008.0
20080101020900,6,-6,芝1800m,8/17(日),札幌,牝,14頭,ヤマニンメルベイユ,55.0,柴山,3.8,2,9R,クイーンＳ,1,美浦,栗田,468,2008.0
20080101020901,3,0,芝1800m,8/17(日),札幌,牝,14頭,レジネッタ,53.0,小牧,3.1,1,9R,クイーンＳ,2,栗東,浅見,440,2008.0
20080101020902,5,+4,芝1800m,8/17(日),札幌,牝,14頭,フミノサチヒメ,55.0,長谷川,57.4,12,9R,クイーンＳ,3,栗東,西浦,452,2008.0
20080101020903,4,-14,芝1800m,8/17(日),札幌,牝,14頭,アドマイヤスペース,55.0,的場,40.8,10,9R,クイーンＳ,4,美浦,的場,452,2008.0
20080101020904,3,+24,芝1800m,8/17(日),札幌,牝,14頭,エフティマイア,53.0,蛯名,5.3,3,9R,クイーンＳ,5,美浦,鹿戸雄,456,2008.0
20080101020905,4,-2,芝1800m,8/17(日),札幌,牝,14頭,タニノハイクレア,55.0,三浦,10.8,6,9R,クイーンＳ,6,栗東,矢作,462,2008.0
20080101020906,3,-8,芝1800m,8/17(日),札幌,牝,14頭,メイショウベルーガ,52.0,四位,9.5,5,9R,クイーンＳ,7,栗東,池添,478,2008.0
20080101020907,3,+22,芝1800m,8/17(日),札幌,牝,14頭,ムードインディゴ,52.0,田中勝,50.8,11,9R,クイーンＳ,8,栗東,友道,474,2008.0
20080101020908,3,+8,芝1800m,8/17(日),札幌,牝,14頭,ユキチャン,52.0,藤田,8.9,4,9R,クイーンＳ,9,美浦,後藤,504,2008.0
20080101020909,3,+2,芝1800m,8/17(日),札幌,牝,14頭,ハートオブクィーン,52.0,武幸,32.4,8,9R,クイーンＳ,10,美浦,水野,474,2008.0
20080101020910,3,+28,芝1800m,8/17(日),札幌,牝,14頭,デヴェロッペ,52.0,横山典,23.7,7,9R,クイーンＳ,11,美浦,松山将,506,2008.0
20080101020911,3,-6,芝1800m,8/17(日),札幌,牝,14頭,ベストオブミー,52.0,秋山,38.5,9,9R,クイーンＳ,12,栗東,鮫島,438,2008.0
20080101020912,4,+6,芝1800m,8/17(日),札幌,牝,14頭,ショウナンタレント,55.0,菊沢,63.3,13,9R,クイーンＳ,13,美浦,二ノ宮,458,2008.0
20080101020913,4,,芝1800m,8/17(日),札幌,牝,14頭,ザレマ,55.0,安藤勝,,,9R,クイーンＳ,取消,栗東,音無,,2008.0
20080101021000,3,+8,芝1500m,8/17(日),札幌,牝,14頭,メジロフォーナ,52.0,三浦,3.7,1,10R,小樽特別,1,美浦,栗田,506,2008.0
20080101021001,4,-16,芝1500m,8/17(日),札幌,牝,14頭,トシザユカ,55.0,長谷川,6.6,5,10R,小樽特別,2,栗東,西浦,484,2008.0
20080101021002,4,-10,芝1500m,8/17(日),札幌,牡,14頭,マイネルカーロ,57.0,大野,18.2,8,10R,小樽特別,3,美浦,松山将,484,2008.0
20080101021003,3,+16,芝1500m,8/17(日),札幌,牝,14頭,トラックワンダー,52.0,田中勝,5.3,3,10R,小樽特別,4,美浦,藤原辰,484,2008.0
20080101021004,4,-8,芝1500m,8/17(日),札幌,牡,14頭,アサヒバロン,57.0,柴山,5.0,2,10R,小樽特別,5,美浦,菅原,534,2008.0
20080101021005,3,+8,芝1500m,8/17(日),札幌,牝,14頭,マイネベクルックス,52.0,津村,30.7,10,10R,小樽特別,6,美浦,堀井,436,2008.0
20080101021006,5,-7,芝1500m,8/17(日),札幌,牝,14頭,サムタイムレーター,55.0,古川,125.9,13,10R,小樽特別,7,栗東,梅田智,422,2008.0
20080101021007,4,+14,芝1500m,8/17(日),札幌,牝,14頭,デルマアン,55.0,的場,123.0,12,10R,小樽特別,8,美浦,高橋義,466,2008.0
20080101021008,5,+26,芝1500m,8/17(日),札幌,牝,14頭,プリマシア,55.0,松田,68.0,11,10R,小樽特別,9,栗東,羽月,474,2008.0
20080101021009,3,-2,芝1500m,8/17(日),札幌,牡,14頭,グリフィス,54.0,小牧,16.7,7,10R,小樽特別,10,栗東,浅見,444,2008.0
20080101021010,4,-6,芝1500m,8/17(日),札幌,牡,14頭,ダノンギムレット,57.0,横山典,6.2,4,10R,小樽特別,11,美浦,小島太,450,2008.0
20080101021011,3,-8,芝1500m,8/17(日),札幌,牡,14頭,ライセンシー,54.0,北村友,15.4,6,10R,小樽特別,12,美浦,大久洋,510,2008.0
20080101021012,5,-4,芝1500m,8/17(日),札幌,牡,14頭,ショウナンタイトル,57.0,武幸,24.8,9,10R,小樽特別,13,美浦,大久洋,492,2008.0
20080101021013,4,,芝1500m,8/17(日),札幌,牡,14頭,オリオンザドンペリ,57.0,藤田,,,10R,小樽特別,取消,美浦,小西,,2008.0
20080101021100,3,+6,芝1800m,8/17(日),札幌,牝,8頭,ダイワスピリット,52.0,武幸,3.6,2,11R,大倉山特別,1,栗東,松田国,462,2008.0
20080101021101,5,+8,芝1800m,8/17(日),札幌,牝,8頭,ケンブリッジマイア,55.0,小牧,18.6,7,11R,大倉山特別,2,栗東,森,456,2008.0
20080101021102,4,0,芝1800m,8/17(日),札幌,牝,8頭,マイネヴェロナ,55.0,津村,2.4,1,11R,大倉山特別,3,美浦,堀井,514,2008.0
20080101021103,4,-8,芝1800m,8/17(日),札幌,牝,8頭,クロカンブッシュ,55.0,三浦,16.9,6,11R,大倉山特別,4,美浦,手塚,424,2008.0
20080101021104,5,+2,芝1800m,8/17(日),札幌,牝,8頭,スパニッシュソウル,55.0,秋山,5.5,3,11R,大倉山特別,5,栗東,中尾秀,474,2008.0
20080101021105,5,+2,芝1800m,8/17(日),札幌,牝,8頭,メイショウカレン,55.0,松田,15.9,5,11R,大倉山特別,6,栗東,安達,500,2008.0
20080101021106,4,-6,芝1800m,8/17(日),札幌,牝,8頭,ボーテセレスト,55.0,北村友,5.5,4,11R,大倉山特別,7,栗東,西橋,408,2008.0
20080101021107,6,0,芝1800m,8/17(日),札幌,牝,8頭,シンシンマーキー,55.0,柴山,43.5,8,11R,大倉山特別,8,栗東,新川,496,2008.0
20080101021200,4,-2,芝1200m,8/17(日),札幌,牝,13頭,ピエナビーナス,55.0,古川,4.1,1,12R,羊ヶ丘特別,1,栗東,南井,462,2008.0
20080101021201,4,-2,芝1200m,8/17(日),札幌,牡,13頭,オネストジョン,57.0,小牧,13.8,7,12R,羊ヶ丘特別,2,栗東,宮本,528,2008.0
20080101021202,4,-12,芝1200m,8/17(日),札幌,牝,13頭,マザーズウィッシュ,55.0,安藤勝,5.1,2,12R,羊ヶ丘特別,3,栗東,鮫島,450,2008.0
20080101021203,4,+4,芝1200m,8/17(日),札幌,牝,13頭,ヴィヴァチッシモ,55.0,青木,5.2,3,12R,羊ヶ丘特別,4,美浦,藤沢和,486,2008.0
20080101021204,7,-2,芝1200m,8/17(日),札幌,セ,13頭,フサイチバルドル,57.0,津村,31.9,11,12R,羊ヶ丘特別,5,美浦,古賀史,498,2008.0
